90,-3.188333333,500,0
89,-3.188333333,500,1
88,-3.188333333,500,2
87,-3.188333333,500,3
86,-3.188333333,500,4
85,-3.188333333,500,5
84,-3.188333333,500,5
83,-3.188333333,500,6
82,-3.188333333,500,7
81,-3.188333333,500,8
80,-3.188333333,500,9
79,-3.188333333,500,10
78,-3.188333333,500,11
77,-3.188333333,500,12
76,-3.188333333,500,13
75,-3.188333333,500,14
74,-3.188333333,500,15
73,-3.188333333,500,16
72,-3.188333333,500,17
71,-3.188333333,500,18
70,-3.188333333,500,19
69,-3.188333333,500,20
68,-3.188333333,500,21
67,-3.188333333,500,22
66,-3.188333333,500,23
65,-3.188333333,500,24
64,-3.188333333,500,25
63,-3.188333333,500,26
62,-3.188333333,500,27
61,-3.188333333,500,28
60,-3.188333333,500,29
59,-3.188333333,500,30
58,-3.188333333,500,31
57,-3.188333333,500,32
56,-3.188333333,500,33
55,-3.188333333,500,34
54,-3.188333333,500,35
53,-3.188333333,500,36
52,-3.188333333,500,37
51,-3.188333333,500,38
50,-3.188333333,500,39
49,-3.188333333,500,40
48,-3.188333333,500,41
47,-3.188333333,500,42
46,-3.188333333,500,43
45,-3.188333333,500,44
44,-3.188333333,500,45
43,-3.188333333,500,46
42,-3.188333333,500,47
41,-3.188333333,500,48
40,-3.188333333,500,49
39,-3.188333333,500,50
38,-3.188333333,500,51
37,-3.188333333,500,52
36,-3.188333333,500,53
35,-3.188333333,500,54
34,-3.188333333,500,55
33,-3.188333333,500,56
32,-3.188333333,500,57
31,-3.188333333,500,58
30,-3.188333333,500,59
29,-3.188333333,500,60
28,-3.188333333,500,61
27,-3.188333333,500,62
26,-3.188333333,500,63
25,-3.188333333,500,64
24,-3.188333333,500,65
23,-3.188333333,500,66
22,-3.188333333,500,67
21,-3.188333333,500,68
20,-3.188333333,500,69
19,-3.188333333,500,70
18,-3.188333333,500,71
17,-3.188333333,500,72
16,-3.188333333,500,73
15,-3.188333333,500,74
14,-3.188333333,500,75
13,-3.188333333,500,76
12,-3.188333333,500,77
11,-3.188333333,500,78
10,-3.188333333,500,79
9,-3.188333333,500,80
8,-3.188333333,500,81
7,-3.188333333,500,82
6,-3.188333333,500,83
5,-3.188333333,500,84
4,-3.188333333,500,85
3,-3.188333333,500,86
2,-3.188333333,500,87
1,-3.188333333,500,88
0,-3.188333333,500,89
